"age","workclass","educational.num","marital.status","occupation","relationship","gender","capital.gain","capital.loss","hours.per.week","income_.50K"
29,"Private",10,"Divorced","Other-service","Unmarried","Female",0,0,28,"0"
33,"Private",6,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
33,"Private",11,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
51,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"1"
52,"Private",10,"Never-married","Exec-managerial","Not-in-family","Female",0,0,50,"0"
46,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,46,"1"
38,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,65,"0"
66,"Self-emp-inc",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"1"
29,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
24,"Private",10,"Never-married","Other-service","Own-child","Male",0,0,40,"0"
52,"Self-emp-inc",13,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"1"
36,"Self-emp-not-inc",15,"Divorced","Prof-specialty","Unmarried","Male",25236,0,40,"1"
30,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,70,"0"
18,"Private",7,"Never-married","Other-service","Not-in-family","Female",0,0,30,"0"
46,"Private",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"1"
36,"Local-gov",9,"Married-civ-spouse","Adm-clerical","Wife","Female",0,0,40,"1"
55,"Self-emp-not-inc",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,50,"0"
26,"Private",12,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"0"
38,"Private",8,"Married-civ-spouse","Other-service","Husband","Male",3942,0,40,"0"
47,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,1977,55,"1"
45,"Private",10,"Divorced","Prof-specialty","Unmarried","Female",0,0,32,"0"
25,"Private",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,20,"0"
24,"Private",9,"Never-married","Handlers-cleaners","Unmarried","Male",0,0,40,"0"
49,"Self-emp-not-inc",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,30,"0"
18,"Private",7,"Never-married","Adm-clerical","Own-child","Female",0,0,20,"0"
25,"Private",4,"Divorced","Craft-repair","Own-child","Male",0,0,45,"0"
43,"Private",10,"Divorced","Craft-repair","Not-in-family","Male",0,0,55,"0"
20,"Private",10,"Never-married","Other-service","Own-child","Male",0,0,35,"0"
25,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,55,"1"
24,"Private",8,"Never-married","Other-service","Own-child","Female",0,0,38,"0"
51,"State-gov",9,"Married-civ-spouse","Craft-repair","Husband","Male",3103,0,52,"1"
43,"Self-emp-inc",9,"Never-married","Prof-specialty","Unmarried","Female",0,0,35,"0"
30,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,35,"0"
44,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
55,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"1"
58,"State-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1977,50,"1"
26,"Private",9,"Never-married","Farming-fishing","Not-in-family","Male",0,0,40,"0"
20,"Private",10,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
23,"Private",10,"Never-married","Handlers-cleaners","Own-child","Male",0,0,40,"0"
44,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
64,"Local-gov",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,35,"1"
20,"Private",9,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
46,"Private",10,"Divorced","Machine-op-inspct","Not-in-family","Male",0,0,40,"0"
28,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
39,"Local-gov",12,"Married-civ-spouse","Craft-repair","Wife","Female",0,0,50,"1"
26,"Private",9,"Never-married","Other-service","Not-in-family","Male",0,0,40,"0"
20,"Private",9,"Never-married","Other-service","Not-in-family","Male",0,0,40,"0"
35,"Private",8,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
45,"Private",9,"Divorced","Sales","Own-child","Female",0,0,40,"0"
24,"Private",9,"Never-married","Other-service","Unmarried","Female",0,0,35,"0"
22,"Private",9,"Never-married","Sales","Unmarried","Female",0,0,40,"0"
50,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"0"
48,"Private",7,"Divorced","Other-service","Not-in-family","Female",0,0,34,"0"
53,"Federal-gov",9,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"1"
47,"Private",10,"Divorced","Other-service","Own-child","Female",0,0,44,"0"
72,"Private",10,"Widowed","Adm-clerical","Unmarried","Female",0,0,20,"0"
36,"Private",10,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1887,40,"1"
28,"Local-gov",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
46,"Local-gov",10,"Divorced","Transport-moving","Not-in-family","Female",0,0,40,"0"
64,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
55,"Private",13,"Divorced","Adm-clerical","Not-in-family","Female",0,0,40,"0"
39,"Private",10,"Divorced","Craft-repair","Unmarried","Male",0,0,40,"0"
29,"Private",12,"Never-married","Exec-managerial","Own-child","Male",0,0,25,"0"
68,"Private",10,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
39,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,60,"1"
32,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
23,"Private",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
38,"Federal-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",4064,0,40,"0"
25,"Private",11,"Never-married","Farming-fishing","Not-in-family","Male",0,0,20,"0"
39,"Private",9,"Never-married","Adm-clerical","Not-in-family","Female",0,0,40,"0"
35,"Private",9,"Divorced","Machine-op-inspct","Not-in-family","Female",0,0,40,"0"
45,"Private",16,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
43,"Self-emp-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,45,"0"
21,"Private",9,"Never-married","Adm-clerical","Unmarried","Female",0,0,40,"0"
68,"Self-emp-not-inc",16,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"0"
50,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
24,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",4386,0,40,"1"
34,"Private",6,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,80,"0"
25,"Private",12,"Never-married","Prof-specialty","Not-in-family","Male",0,0,50,"1"
50,"Private",13,"Divorced","Exec-managerial","Not-in-family","Female",0,0,50,"0"
34,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
28,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
30,"Local-gov",9,"Married-civ-spouse","Handlers-cleaners","Other-relative","Male",0,0,25,"0"
33,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,45,"1"
40,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
40,"Private",4,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
46,"Private",10,"Divorced","Sales","Unmarried","Male",0,0,60,"0"
31,"Private",10,"Never-married","Craft-repair","Not-in-family","Male",0,0,50,"0"
38,"Private",10,"Married-civ-spouse","Sales","Husband","Male",7298,0,40,"1"
53,"Private",7,"Divorced","Transport-moving","Not-in-family","Male",0,0,40,"0"
42,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",5013,0,35,"0"
35,"Private",13,"Never-married","Sales","Not-in-family","Male",0,0,40,"1"
54,"Private",9,"Widowed","Other-service","Not-in-family","Female",0,0,15,"0"
31,"Local-gov",13,"Divorced","Prof-specialty","Not-in-family","Female",0,0,40,"0"
39,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
60,"Self-emp-not-inc",4,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"1"
34,"Private",14,"Never-married","Exec-managerial","Not-in-family","Female",0,0,50,"0"
38,"Private",13,"Never-married","Other-service","Own-child","Female",0,0,35,"0"
42,"Private",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
22,"Private",12,"Never-married","Sales","Not-in-family","Female",0,0,15,"0"
60,"Self-emp-not-inc",13,"Divorced","Prof-specialty","Not-in-family","Female",0,0,30,"0"
45,"Local-gov",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
29,"Private",13,"Never-married","Prof-specialty","Not-in-family","Male",0,0,40,"0"
23,"Private",9,"Never-married","Craft-repair","Unmarried","Female",0,0,33,"0"
52,"Local-gov",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
29,"Private",9,"Married-civ-spouse","Adm-clerical","Husband","Male",0,0,30,"0"
48,"Private",10,"Never-married","Sales","Not-in-family","Male",0,0,70,"0"
30,"Private",14,"Married-spouse-absent","Prof-specialty","Not-in-family","Female",0,0,40,"0"
29,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
49,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
22,"Private",9,"Never-married","Other-service","Unmarried","Female",0,0,40,"0"
32,"Private",9,"Divorced","Prof-specialty","Own-child","Female",0,0,40,"0"
44,"Private",13,"Divorced","Prof-specialty","Unmarried","Female",0,0,35,"0"
26,"Federal-gov",10,"Never-married","Tech-support","Own-child","Female",0,0,40,"0"
65,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",99999,0,65,"1"
30,"Private",9,"Divorced","Other-service","Unmarried","Female",0,0,40,"0"
49,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
29,"Private",10,"Never-married","Other-service","Unmarried","Female",0,0,40,"0"
60,"Federal-gov",10,"Divorced","Prof-specialty","Not-in-family","Female",0,0,40,"0"
21,"Private",9,"Never-married","Exec-managerial","Own-child","Male",0,0,40,"0"
20,"Federal-gov",9,"Never-married","Other-service","Not-in-family","Female",0,0,25,"0"
25,"Local-gov",13,"Never-married","Prof-specialty","Own-child","Female",0,0,40,"0"
40,"Federal-gov",10,"Divorced","Exec-managerial","Not-in-family","Female",0,0,40,"0"
22,"Private",9,"Never-married","Priv-house-serv","Own-child","Female",0,0,36,"0"
40,"Private",6,"Separated","Transport-moving","Own-child","Male",0,0,35,"0"
48,"Private",9,"Never-married","Adm-clerical","Unmarried","Female",0,0,37,"0"
26,"Private",13,"Never-married","Prof-specialty","Own-child","Female",0,0,40,"0"
30,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
32,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,45,"0"
22,"Private",9,"Never-married","Machine-op-inspct","Own-child","Male",0,0,40,"0"
21,"Private",11,"Never-married","Protective-serv","Not-in-family","Male",0,0,40,"0"
55,"Private",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
33,"Private",13,"Never-married","Sales","Not-in-family","Male",0,0,45,"0"
63,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"1"
36,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",5178,0,40,"1"
48,"Private",10,"Divorced","Adm-clerical","Not-in-family","Male",0,0,40,"0"
64,"Private",9,"Widowed","Adm-clerical","Not-in-family","Female",0,0,30,"0"
57,"Self-emp-not-inc",10,"Married-civ-spouse","Craft-repair","Husband","Male",3137,0,40,"0"
55,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"1"
36,"Private",6,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,70,"0"
32,"Private",10,"Married-civ-spouse","Exec-managerial","Own-child","Female",2597,0,40,"0"
24,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,45,"0"
40,"Private",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,40,"1"
64,"Private",13,"Married-civ-spouse","Protective-serv","Husband","Male",0,1902,50,"1"
41,"State-gov",10,"Divorced","Other-service","Own-child","Male",0,0,12,"0"
39,"Private",13,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,52,"0"
50,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",7688,0,50,"1"
47,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",3103,0,60,"1"
43,"Private",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,40,"1"
54,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,70,"0"
48,"Federal-gov",13,"Married-civ-spouse","Exec-managerial","Husband","Male",7688,0,40,"1"
36,"Private",9,"Never-married","Sales","Not-in-family","Female",0,0,40,"0"
47,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,50,"0"
43,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
48,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"1"
34,"State-gov",9,"Never-married","Other-service","Unmarried","Female",0,0,40,"0"
31,"State-gov",9,"Married-civ-spouse","Adm-clerical","Other-relative","Female",0,0,35,"0"
20,"Private",7,"Never-married","Sales","Own-child","Female",0,0,40,"0"
19,"Private",9,"Never-married","Adm-clerical","Own-child","Male",0,0,50,"0"
45,"Private",10,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"0"
50,"Private",12,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,45,"0"
24,"Private",13,"Never-married","Sales","Other-relative","Male",0,0,40,"0"
22,"Private",13,"Never-married","Exec-managerial","Own-child","Female",0,0,7,"0"
19,"Private",9,"Married-spouse-absent","Other-service","Own-child","Female",0,0,35,"0"
33,"Private",9,"Divorced","Other-service","Own-child","Female",0,0,40,"0"
34,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
24,"Self-emp-inc",9,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
20,"Private",9,"Never-married","Sales","Not-in-family","Male",0,0,40,"0"
37,"Private",15,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"1"
53,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","Husband","Male",0,0,35,"0"
21,"Private",10,"Never-married","Sales","Other-relative","Female",0,0,20,"0"
48,"Private",16,"Married-civ-spouse","Prof-specialty","Husband","Male",0,1902,40,"1"
22,"Private",10,"Never-married","Adm-clerical","Own-child","Male",0,0,30,"0"
38,"Private",9,"Separated","Priv-house-serv","Unmarried","Female",0,0,30,"0"
24,"Private",13,"Never-married","Exec-managerial","Own-child","Female",0,0,40,"0"
50,"Local-gov",9,"Married-civ-spouse","Other-service","Husband","Male",0,0,40,"0"
61,"Self-emp-inc",10,"Widowed","Sales","Not-in-family","Female",0,0,20,"0"
29,"Private",11,"Never-married","Craft-repair","Own-child","Male",0,0,40,"0"
23,"Self-emp-inc",13,"Divorced","Sales","Not-in-family","Female",0,0,43,"0"
49,"Self-emp-not-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,35,"0"
34,"Private",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
38,"Private",13,"Married-spouse-absent","Craft-repair","Not-in-family","Male",0,0,40,"0"
26,"Private",13,"Never-married","Sales","Not-in-family","Male",0,0,20,"0"
36,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,50,"0"
28,"Private",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
64,"Local-gov",14,"Widowed","Prof-specialty","Unmarried","Female",0,0,40,"0"
34,"Private",7,"Divorced","Transport-moving","Unmarried","Male",0,880,60,"0"
32,"State-gov",13,"Separated","Prof-specialty","Not-in-family","Female",0,0,40,"0"
41,"Private",10,"Married-civ-spouse","Tech-support","Wife","Female",0,0,40,"0"
39,"Private",10,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
19,"Private",10,"Never-married","Adm-clerical","Own-child","Male",0,0,30,"0"
41,"Private",11,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,43,"1"
47,"Private",10,"Divorced","Adm-clerical","Not-in-family","Male",0,0,40,"0"
60,"Private",9,"Widowed","Sales","Unmarried","Female",0,0,38,"0"
36,"Private",7,"Never-married","Craft-repair","Not-in-family","Female",0,0,40,"0"
41,"Private",6,"Separated","Other-service","Unmarried","Female",0,0,33,"0"
56,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
22,"Private",10,"Never-married","Other-service","Not-in-family","Male",3325,0,40,"0"
28,"Private",13,"Divorced","Tech-support","Not-in-family","Female",0,0,40,"0"
27,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
47,"Private",4,"Married-civ-spouse","Machine-op-inspct","Wife","Female",0,0,40,"0"
23,"Private",11,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
37,"State-gov",9,"Married-spouse-absent","Other-service","Unmarried","Female",0,0,20,"0"
31,"Private",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,45,"1"
47,"Private",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
46,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,65,"1"
64,"Local-gov",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",3471,0,40,"0"
39,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,50,"1"
59,"Self-emp-not-inc",9,"Widowed","Other-service","Not-in-family","Female",0,0,20,"0"
34,"Private",12,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
33,"Federal-gov",9,"Never-married","Transport-moving","Not-in-family","Male",0,0,34,"0"
44,"Private",10,"Married-civ-spouse","Exec-managerial","Wife","Female",0,0,60,"0"
31,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",7298,0,45,"1"
34,"Private",13,"Divorced","Exec-managerial","Not-in-family","Male",0,0,85,"1"
31,"Self-emp-not-inc",10,"Never-married","Craft-repair","Own-child","Male",4650,0,40,"0"
24,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
56,"Private",7,"Divorced","Sales","Not-in-family","Male",0,0,50,"0"
24,"Private",9,"Divorced","Protective-serv","Not-in-family","Male",0,0,40,"0"
18,"Private",9,"Never-married","Other-service","Own-child","Female",0,0,20,"0"
36,"Private",9,"Never-married","Machine-op-inspct","Other-relative","Female",0,0,40,"0"
34,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,45,"0"
19,"Private",10,"Never-married","Sales","Own-child","Female",0,0,25,"0"
35,"State-gov",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"1"
57,"Self-emp-inc",9,"Separated","Farming-fishing","Not-in-family","Male",0,0,60,"1"
21,"Self-emp-not-inc",5,"Never-married","Sales","Own-child","Male",0,0,30,"0"
36,"Private",9,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,40,"0"
56,"Local-gov",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
48,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,45,"1"
72,"Self-emp-not-inc",10,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,21,"0"
30,"Private",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,65,"1"
64,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","Husband","Male",2635,0,24,"0"
32,"Private",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,40,"0"
52,"Private",4,"Divorced","Machine-op-inspct","Not-in-family","Female",0,0,64,"0"
62,"Local-gov",9,"Divorced","Craft-repair","Not-in-family","Male",0,0,40,"0"
33,"State-gov",9,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,37,"0"
44,"Private",13,"Divorced","Adm-clerical","Unmarried","Female",0,0,40,"0"
45,"Self-emp-inc",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,48,"1"
50,"Private",10,"Divorced","Sales","Not-in-family","Female",0,0,40,"0"
44,"Private",13,"Never-married","Adm-clerical","Not-in-family","Female",0,0,70,"0"
25,"State-gov",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,50,"0"
48,"State-gov",15,"Married-civ-spouse","Prof-specialty","Husband","Male",15024,0,50,"1"
42,"Private",9,"Divorced","Tech-support","Not-in-family","Male",8614,0,40,"1"
44,"Private",10,"Married-civ-spouse","Sales","Wife","Female",4386,0,40,"1"
22,"Private",10,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
29,"Private",11,"Never-married","Exec-managerial","Unmarried","Female",0,0,50,"0"
24,"Private",13,"Never-married","Machine-op-inspct","Own-child","Female",0,0,40,"0"
28,"Private",11,"Never-married","Prof-specialty","Not-in-family","Female",4650,0,40,"0"
21,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,50,"0"
26,"Private",3,"Married-civ-spouse","Craft-repair","Husband","Male",0,1628,50,"0"
20,"Private",10,"Never-married","Transport-moving","Own-child","Male",0,0,24,"0"
35,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,35,"1"
45,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
41,"Private",14,"Never-married","Exec-managerial","Not-in-family","Male",0,0,35,"0"
26,"Private",9,"Never-married","Craft-repair","Other-relative","Male",0,0,40,"0"
48,"Private",5,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,44,"0"
17,"Private",5,"Never-married","Other-service","Own-child","Male",0,0,26,"0"
42,"Federal-gov",13,"Never-married","Exec-managerial","Not-in-family","Female",0,0,40,"0"
32,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
67,"Private",10,"Married-civ-spouse","Sales","Husband","Male",0,1844,70,"0"
49,"Local-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
30,"Private",10,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"1"
46,"Private",9,"Married-civ-spouse","Craft-repair","Husband","Male",0,0,40,"0"
27,"Private",13,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,40,"1"
28,"State-gov",10,"Married-civ-spouse","Protective-serv","Husband","Male",0,0,40,"0"
47,"Private",14,"Married-civ-spouse","Prof-specialty","Wife","Female",0,0,40,"1"
24,"Private",11,"Never-married","Adm-clerical","Own-child","Female",0,0,40,"0"
28,"Private",7,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
20,"Private",10,"Never-married","Sales","Own-child","Male",0,0,25,"0"
27,"Private",13,"Never-married","Prof-specialty","Not-in-family","Female",0,0,45,"0"
25,"Private",9,"Never-married","Adm-clerical","Unmarried","Female",0,0,40,"0"
23,"Private",9,"Never-married","Craft-repair","Not-in-family","Male",0,0,40,"0"
22,"Private",10,"Married-civ-spouse","Machine-op-inspct","Husband","Male",2105,0,40,"0"
40,"Private",9,"Married-civ-spouse","Sales","Other-relative","Female",0,0,24,"1"
20,"Private",9,"Never-married","Machine-op-inspct","Not-in-family","Male",0,0,50,"0"
58,"Private",10,"Married-civ-spouse","Sales","Wife","Female",0,0,36,"0"
21,"Private",10,"Never-married","Adm-clerical","Own-child","Male",0,0,40,"0"
32,"Private",9,"Never-married","Other-service","Not-in-family","Male",0,0,52,"0"
56,"Private",5,"Divorced","Sales","Unmarried","Female",0,0,40,"0"
44,"Private",9,"Married-civ-spouse","Tech-support","Husband","Male",0,0,45,"1"
38,"Private",14,"Divorced","Exec-managerial","Not-in-family","Male",0,0,45,"1"
19,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,20,"0"
39,"Private",9,"Divorced","Sales","Not-in-family","Female",4687,0,50,"1"
45,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,32,"0"
48,"Private",10,"Separated","Adm-clerical","Unmarried","Female",0,0,40,"0"
23,"Private",13,"Never-married","Sales","Not-in-family","Female",0,0,40,"0"
20,"Private",7,"Never-married","Craft-repair","Own-child","Male",0,0,20,"0"
49,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","Husband","Male",0,0,84,"0"
45,"Private",10,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"1"
66,"Federal-gov",11,"Widowed","Other-service","Unmarried","Female",3273,0,40,"0"
39,"Private",9,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,80,"1"
42,"Local-gov",12,"Divorced","Protective-serv","Not-in-family","Male",0,0,48,"1"
50,"Private",9,"Divorced","Exec-managerial","Unmarried","Male",0,0,38,"0"
25,"Private",9,"Never-married","Other-service","Own-child","Male",0,0,30,"0"
55,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,40,"1"
47,"Federal-gov",13,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"0"
42,"Private",13,"Married-civ-spouse","Sales","Husband","Male",0,0,60,"1"
41,"Self-emp-inc",9,"Married-civ-spouse","Sales","Husband","Male",0,1887,55,"1"
38,"Private",11,"Never-married","Adm-clerical","Unmarried","Female",0,0,40,"0"
22,"Private",10,"Never-married","Other-service","Own-child","Female",0,0,30,"0"
45,"Private",13,"Divorced","Prof-specialty","Unmarried","Female",0,0,50,"0"
58,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
42,"Private",10,"Divorced","Adm-clerical","Not-in-family","Female",0,0,38,"0"
35,"Private",9,"Married-civ-spouse","Handlers-cleaners","Husband","Male",0,0,40,"0"
43,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","Husband","Male",7298,0,50,"1"
31,"Private",12,"Married-civ-spouse","Tech-support","Husband","Male",0,0,46,"0"
40,"Private",9,"Separated","Machine-op-inspct","Unmarried","Male",0,0,40,"0"
27,"Private",10,"Divorced","Sales","Not-in-family","Male",0,0,50,"0"
17,"Private",6,"Never-married","Other-service","Own-child","Male",0,0,40,"0"
29,"Private",9,"Married-civ-spouse","Other-service","Own-child","Male",0,0,25,"0"
36,"Private",14,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,70,"1"
49,"Private",11,"Divorced","Prof-specialty","Unmarried","Female",0,0,40,"0"
50,"Local-gov",14,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,50,"0"
55,"Private",10,"Married-civ-spouse","Sales","Husband","Male",0,0,50,"0"
27,"Private",9,"Never-married","Sales","Own-child","Male",0,0,20,"0"
27,"Private",13,"Never-married","Tech-support","Own-child","Female",0,0,28,"0"
41,"Private",13,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,50,"1"
21,"Private",10,"Never-married","Adm-clerical","Own-child","Female",0,1721,35,"0"
37,"Federal-gov",10,"Married-civ-spouse","Exec-managerial","Husband","Male",0,0,40,"0"
32,"Private",3,"Married-civ-spouse","Machine-op-inspct","Husband","Male",0,0,48,"0"
46,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","Husband","Male",0,0,40,"0"
55,"Private",9,"Married-civ-spouse","Prof-specialty","Husband","Male",0,0,40,"1"
27,"Private",9,"Divorced","Adm-clerical","Unmarried","Female",0,0,45,"0"
27,"Local-gov",12,"Never-married","Protective-serv","Own-child","Male",0,0,40,"0"
19,"Private",4,"Never-married","Other-service","Own-child","Male",0,0,33,"0"
51,"Private",10,"Divorced","Exec-managerial","Unmarried","Female",0,0,40,"0"
